Price,House Type,SQFT,Bedrooms,Bathrooms,Suburb,City,Zip Code,Price_per_SQFT,Country,Condition,Built,Remodeled
"$1,800,000.00 ",Apartment,1453,3,3,Prince of Wales Drive,London,0,"$1,238.82 ",England,1,1918,2007
"$1,495,000.00 ",New development,1781,4,4,New Road,London,0,$839.42 ,England,3,1874,2002
"$3,100,000.00 ",House,3800,8,8,,London,0,$815.79 ,England,3,1880,2013
"$1,050,000.00 ",Apartment,1831,3,3,Wimbledon,London,0,$573.46 ,England,2,1909,2022
"$1,850,000.00 ",House,2503,5,5,Wimbledon,London,0,$739.11 ,England,2,1922,2002
"$730,000.00 ",Apartment,1061,3,3,,London,0,$688.03 ,England,1,1900,2011
"$2,900,000.00 ",House,5896,7,7, Surbiton,Surrey,0,$491.86 ,England,5,1962,2012
"$650,000.00 ",Apartment,736,2,2,,London,0,$883.15 ,England,5,1901,2019
"$2,100,000.00 ",House,2438,5,5,Barnes,London,0,$861.36 ,England,4,1962,2000
"$2,250,000.00 ",House,2600,5,5,Barnes,London,0,$865.38 ,England,5,1907,2018
"$1,695,000.00 ",House,1867,5,5,,London,0,$907.87 ,England,3,1881,2013
"$1,375,000.00 ",House,1884,4,4,Wimbledon,London,0,$729.83 ,England,3,1899,2020
"$1,400,000.00 ",House,2138,5,5,Wandsworth,London,0,$654.82 ,England,1,1968,2020
"$635,000.00 ",Apartment,927,2,2,Putney,London,0,$685.01 ,England,4,1978,2004
"$2,995,000.00 ",Penthouse,1845,3,3,,London,0,"$1,623.31 ",England,2,1880,2001
"$1,000,000.00 ",House,1758,4,4,,Ealing,0,$568.83 ,England,1,1980,2008
"$449,950.00 ",Apartment,526,2,2,South Hackney,London,0,$855.42 ,England,4,1897,2010
"$425,000.00 ",Apartment,474,1,1,Shannon Place,London,0,$896.62 ,England,4,1917,2008
"$650,000.00 ",House,1783,3,3, Coulsdon,Surrey,0,$364.55 ,England,5,1966,2016
"$1,795,000.00 ",House,1902,3,3,Putney,London,0,$943.74 ,England,4,1878,2017
"$1,600,000.00 ",Apartment,801,2,2,Primrose Hill,London,0,"$1,997.50 ",England,4,1853,2014
"$1,750,000.00 ",Apartment,1002,3,3,Kensington Park Gardens,London,0,"$1,746.51 ",England,1,1968,2013
"$2,050,000.00 ",House,2275,5,5,,London,0,$901.10 ,England,3,1976,2016
"$1,150,000.00 ",Apartment,1371,3,3,,London,0,$838.80 ,England,1,1952,2009
"$995,000.00 ",House,2446,5,5,,London,0,$406.79 ,England,5,1946,2006
"$1,900,000.00 ",House,1703,5,5,Islington,London,0,"$1,115.68 ",England,3,1864,2002
"$675,000.00 ",Apartment,792,1,1,23 Wenlock Road,London,0,$852.27 ,England,2,1947,2019
"$1,500,000.00 ",New development,1273,3,3, Hackney,London,0,"$1,178.32 ",England,3,1962,2019
"$620,000.00 ",New development,786,2,2, Holloway,London,0,$788.80 ,England,3,1857,2005
"$650,000.00 ",Apartment,747,2,2,De Beauvoir,London,0,$870.15 ,England,2,1943,2000
"$500,000.00 ",Apartment,663,1,1,Knighten Street,London,0,$754.15 ,England,1,1884,2009
"$1,395,000.00 ",House,2006,5,5,,London,0,$695.41 ,England,3,1895,2001
"$2,950,000.00 ",House,3597,4,4,,London,0,$820.13 ,England,4,1880,2010
"$765,000.00 ",New development,841,2,2,Carlton Drive,London,0,$909.63 ,England,1,1952,2016
"$1,600,000.00 ",House,1854,4,4,Barnes,London,0,$863.00 ,England,2,1900,2002
"$975,000.00 ",House,1126,3,3,,London,0,$865.90 ,England,4,1858,2015
"$1,699,999.00 ",House,2119,5,5,Battersea,London,0,$802.26 ,England,2,1891,2019
"$950,000.00 ",Apartment,1294,4,4,Battersea,London,0,$734.16 ,England,1,1954,2016
"$2,150,000.00 ",House,1582,3,3,Paddington,London,0,"$1,359.04 ",England,3,1970,2021
"$2,950,000.00 ",Penthouse,1840,2,2,St James's,London,0,"$1,603.26 ",England,1,1938,2004
"$1,500,000.00 ",House,1115,3,3,Fulham,London,0,"$1,345.29 ",England,5,1937,2015
"$650,000.00 ",Apartment,882,2,2,Asher Way,London,0,$736.96 ,England,3,1928,2001
"$950,000.00 ",House,1700,4,4,,London,0,$558.82 ,England,4,1879,2015
"$625,000.00 ",Apartment,663,2,2,,London,0,$942.68 ,England,2,1863,2016
"$4,825,000.00 ",House,10475,7,7,Oxshott,Surrey,0,$460.62 ,England,4,1970,2012
"$1,575,000.00 ",House,1983,4,4,Barnes,London,0,$794.25 ,England,1,1901,2011
"$2,550,000.00 ",House,1266,3,3,,London,0,"$2,014.22 ",England,2,1886,2007
"$525,000.00 ",Apartment,707,2,2,Battersea,London,0,$742.57 ,England,5,1934,2006
"$775,000.00 ",Apartment,967,2,2,South Hackney,London,0,$801.45 ,England,5,1958,2020
"$3,250,000.00 ",House,2210,3,3,Putney,London,0,"$1,470.59 ",England,1,1925,2023
"$775,000.00 ",Bungalow,1459,4,4,Pinner,Middlesex,0,$531.19 ,England,5,1903,2007
"$1,775,000.00 ",House,2153,5,5,,London,0,$824.43 ,England,1,1969,2011
"$3,250,000.00 ",House,2543,5,5,Hampstead,London,0,"$1,278.02 ",England,2,1895,2023
"$700,000.00 ",Apartment,797,2,2,59 Lurline Gardens,London,0,$878.29 ,England,1,1973,2017
"$595,000.00 ",Apartment,760,2,2,,London,0,$782.89 ,England,3,1867,2006
"$525,000.00 ",Apartment,540,1,1,Putney,London,0,$972.22 ,England,1,1926,2002
"$2,450,000.00 ",House,3007,6,6,Wimbledon,London,0,$814.77 ,England,2,1869,2014
"$550,000.00 ",House,538,2,2,Wimbledon,London,0,"$1,022.30 ",England,4,1907,2009
"$3,950,000.00 ",House,6186,6,6,Wimbledon,London,0,$638.54 ,England,5,1858,2017
"$600,000.00 ",Apartment,1024,1,1,,London,0,$585.94 ,England,5,1958,2014
"$1,450,000.00 ",House,1984,5,5, Wandsworth,London,0,$730.85 ,England,2,1962,2003
"$5,750,000.00 ",House,2896,3,3,Belgravia,London,0,"$1,985.50 ",England,4,1887,2012
"$7,500,000.00 ",Apartment,1793,2,2,,London,0,"$4,182.93 ",England,4,1865,2019
"$180,000.00 ",Apartment,745,2,2, Bow,London,0,$241.61 ,England,1,1896,2018
"$699,950.00 ",House,909,3,3,Richmond,Surrey,0,$770.02 ,England,4,1938,2007
"$665,000.00 ",Apartment,935,3,3, Richmond,Surrey,0,$711.23 ,England,4,1866,2008
"$210,000.00 ",Studio,328,0,0, Putney,London,0,$640.24 ,England,1,1943,2021
"$1,550,000.00 ",House,3112,5,5,Northwood,Middlesex,0,$498.07 ,England,4,1980,2011
"$865,000.00 ",House,1292,3,3,,Northwood,0,$669.50 ,England,2,1966,2003
"$18,000,000.00 ",House,8315,7,7,Mayfair,London,0,"$2,164.76 ",England,5,1923,2007
"$1,100,000.00 ",House,3153,5,5,Woodford Green,Essex,0,$348.87 ,England,2,1964,2023
"$2,850,000.00 ",House,2857,5,5,Islington,London,0,$997.55 ,England,5,1880,2022
"$1,150,000.00 ",Apartment,1074,3,3,Islington,London,0,"$1,070.76 ",England,5,1863,2017
"$550,000.00 ",Penthouse,414,1,1, Hackney,London,0,"$1,328.50 ",England,2,1927,2004
"$690,000.00 ",New development,596,1,1, Hackney,London,0,"$1,157.72 ",England,3,1918,2011
"$995,000.00 ",Apartment,999,2,2,Fortune Green,London,0,$996.00 ,England,5,1877,2022
"$575,000.00 ",Penthouse,1029,3,3, Esher,Surrey,0,$558.79 ,England,5,1885,2017
"$334,950.00 ",Apartment,477,1,1, Claygate,Surrey,0,$702.20 ,England,2,1973,2010
"$1,000,000.00 ",Penthouse,962,2,2,Putney,London,0,"$1,039.50 ",England,3,1968,2004
"$750,000.00 ",House,1510,3,3,Thames Ditton,Surrey,0,$496.69 ,England,3,1934,2014
"$2,100,000.00 ",New development,3596,5,5,Surbiton,Surrey,0,$583.98 ,England,4,1883,2016
"$1,299,000.00 ",New development,1903,4,4, East Molesey,Surrey,0,$682.61 ,England,3,1971,2007
"$1,900,000.00 ",House,2358,4,4,,London,0,$805.77 ,England,5,1955,2012
"$1,295,000.00 ",House,1813,4,4,East Sheen,London,0,$714.29 ,England,2,1945,2008
"$1,280,000.00 ",Apartment,1169,2,2,Star Place,London,0,"$1,094.95 ",England,1,1895,2015
"$1,425,000.00 ",House,2028,4,4, Chiswick,London,0,$702.66 ,England,3,1940,2015
"$1,795,000.00 ",House,1720,4,4,Barnes,London,0,"$1,043.60 ",England,2,1948,2010
"$1,125,000.00 ",House,1423,4,4,Battersea,London,0,$790.58 ,England,4,1883,2006
"$945,000.00 ",Apartment,1001,2,2,110 Battersea Park Road,London,0,$944.06 ,England,5,1942,2018
"$3,150,000.00 ",House,2809,5,5,Battersea,London,0,"$1,121.40 ",England,4,1948,2001
"$699,950.00 ",Apartment,920,2,2,Highbury,London,0,$760.82 ,England,4,1871,2016
"$1,275,000.00 ",House,1420,4,4,Chiswick,London,0,$897.89 ,England,1,1884,2021
"$3,750,000.00 ",House,2428,3,3,,London,0,"$1,544.48 ",England,3,1962,2013
"$460,000.00 ",Apartment,431,1,1,Abbey Road,London,0,"$1,067.29 ",England,2,1915,2016
"$6,795,000.00 ",House,4637,6,6,St John's Wood,London,0,"$1,465.39 ",England,3,1953,2015
"$1,695,000.00 ",House,2096,4,4,Putney,London,0,$808.68 ,England,4,1899,2019
"$1,050,000.00 ",House,2254,5,5,Loughton,Essex,0,$465.84 ,England,5,1915,2013
"$15,950,000.00 ",House,4090,4,4,,London,0,"$3,899.76 ",England,3,1852,2016
"$900,000.00 ",Apartment,769,2,2,Grays Inn,London,0,"$1,170.35 ",England,3,1854,2012
"$6,950,000.00 ",Apartment,3001,4,4,,London,0,"$2,315.89 ",England,2,1902,2001
"$1,200,000.00 ",Apartment,1155,3,3, Barnes,London,0,"$1,038.96 ",England,2,1896,2011
"$399,995.00 ",Apartment,990,3,3,,Blackheath,0,$404.04 ,England,1,1905,2002
"$1,100,000.00 ",House,1607,4,4,South Hackney,London,0,$684.51 ,England,4,1883,2013
"$650,000.00 ",New development,646,2,2,Kingsland Road,London,0,"$1,006.19 ",England,3,1943,2011
"$2,950,000.00 ",House,3716,5,5,East Sheen,London,0,$793.86 ,England,1,1961,2008
"$600,000.00 ",House,953,3,3,,London,0,$629.59 ,England,2,1978,2020
"$2,450,000.00 ",House,2313,4,4, Fulham,London,0,"$1,059.23 ",England,2,1890,2010
"$775,000.00 ",Apartment,939,2,2,,London,0,$825.35 ,England,4,1916,2020
"$625,000.00 ",Apartment,652,2,2, St John's Wood,London,0,$958.59 ,England,2,1859,2008
"$295,000.00 ",Studio,344,0,0,Regent's Park,London,0,$857.56 ,England,2,1954,2015
"$2,350,000.00 ",House,1519,4,4,St John's Wood,London,0,"$1,547.07 ",England,5,1960,2022
"$1,999,995.00 ",House,1935,5,5,Shoreditch,London,0,"$1,033.59 ",England,2,1901,2005
"$2,250,000.00 ",House,1299,3,3,,London,0,"$1,732.10 ",England,3,1924,2017
"$550,000.00 ",Apartment,582,2,2,Richmond,Surrey,0,$945.02 ,England,1,1968,2005
"$499,000.00 ",Apartment,451,1,1,Camden,London,0,"$1,106.43 ",England,4,1969,2002
"$850,000.00 ",Apartment,1339,3,3,,London,0,$634.80 ,England,3,1912,2006
"$950,000.00 ",House,1857,4,4,Woodford Green,Essex,0,$511.58 ,England,3,1939,2007
"$799,999.00 ",House,1507,4,4, Epping,Essex,0,$530.86 ,England,2,1960,2006
"$2,500,000.00 ",House,1340,3,3,,London,0,"$1,865.67 ",England,4,1861,2019
"$6,450,000.00 ",House,3336,5,5,Belgravia,London,0,"$1,933.45 ",England,3,1916,2005
"$2,250,000.00 ",Penthouse,1765,2,2,,London,0,"$1,274.79 ",England,1,1863,2022
"$2,500,000.00 ",Apartment,1752,3,3,,London,0,"$1,426.94 ",England,1,1968,2023
"$475,000.00 ",New development,560,1,1,3 City North Place,London,0,$848.21 ,England,5,1937,2008
"$560,000.00 ",New development,657,2,2, Holloway,London,0,$852.36 ,England,5,1852,2014
"$610,000.00 ",New development,758,2,2, Holloway,London,0,$804.75 ,England,4,1856,2007
"$600,000.00 ",New development,758,2,2, Holloway,London,0,$791.56 ,England,3,1938,2014
"$615,000.00 ",Apartment,797,1,1,Imperial Wharf,Fulham,0,$771.64 ,England,5,1898,2014
"$625,000.00 ",Apartment,960,2,2, Sheen Road,Richmond,0,$651.04 ,England,1,1851,2006
"$600,000.00 ",Apartment,658,1,1,St. Peters Square,London,0,$911.85 ,England,3,1912,2005
"$650,000.00 ",Apartment,848,2,2, Battersea,London,0,$766.51 ,England,5,1965,2007
"$1,285,000.00 ",House,1476,3,3,Richmond,Surrey,0,$870.60 ,England,4,1916,2014
"$1,795,000.00 ",House,1824,5,5,Kentish Town,London,0,$984.10 ,England,3,1867,2001
"$825,000.00 ",Apartment,843,2,2,Fulham,London,0,$978.65 ,England,1,1973,2007
"$2,350,000.00 ",House,3180,6,6,,London,0,$738.99 ,England,2,1937,2016
"$2,350,000.00 ",Apartment,2577,3,3,Old Street,London,0,$911.91 ,England,5,1907,2010
"$2,500,000.00 ",Apartment,1498,2,2,,London,0,"$1,668.89 ",England,3,1948,2012
"$675,000.00 ",Apartment,946,3,3,,London,0,$713.53 ,England,1,1967,2015
"$4,650,000.00 ",House,7996,6,6,Oxshott,Surrey,0,$581.54 ,England,2,1953,2015
"$1,695,000.00 ",House,6356,6,6, Uxbridge,Middlesex,0,$266.68 ,England,3,1928,2009
"$1,050,000.00 ",Apartment,976,2,2,,The Metal Works,0,"$1,075.82 ",England,2,1884,2002
"$1,200,000.00 ",Apartment,932,2,2, Belsize Park,London,0,"$1,287.55 ",England,2,1911,2017
"$625,000.00 ",Apartment,663,2,2,,London,0,$942.68 ,England,4,1880,2016
"$649,950.00 ",House,1378,4,4,Walton-on-Thames,Surrey,0,$471.66 ,England,5,1947,2013
"$450,000.00 ",Apartment,600,2,2,330 Garratt Lane,London,0,$750.00 ,England,1,1938,2012
"$3,450,000.00 ",House,3070,5,5,Fulham,London,0,"$1,123.78 ",England,4,1853,2021
"$995,000.00 ",Apartment,908,2,2,Pimlico,London,0,"$1,095.81 ",England,5,1941,2014
"$795,000.00 ",Apartment,1536,3,3,Wimbledon,London,0,$517.58 ,England,3,1914,2012
"$1,775,000.00 ",House,2336,5,5,Wimbledon,London,0,$759.85 ,England,2,1944,2010
"$1,295,000.00 ",House,2371,5,5, Walton-on-Thames,Surrey,0,$546.18 ,England,5,1915,2000
"$975,000.00 ",House,1201,3,3,Richmond,Surrey,0,$811.82 ,England,5,1931,2009
"$1,100,000.00 ",House,3185,5,5,Coulsdon,Surrey,0,$345.37 ,England,3,1962,2000
"$549,950.00 ",Apartment,730,1,1,Putney,London,0,$753.36 ,England,2,1925,2005
"$295,000.00 ",Studio,277,0,0,,London,0,"$1,064.98 ",England,2,1858,2019
"$2,600,000.00 ",Apartment,1779,3,3,Little Venice,London,0,"$1,461.50 ",England,5,1891,2008
"$700,000.00 ",House,1441,4,4,Woodford Green,Essex,0,$485.77 ,England,2,1873,2016
"$3,950,000.00 ",House,1917,1,1,Knightsbridge,London,0,"$2,060.51 ",England,1,1976,2023
"$1,500,000.00 ",House,1666,3,3,,London,0,$900.36 ,England,3,1974,2012
"$1,350,000.00 ",House,1629,4,4,Highbury,London,0,$828.73 ,England,4,1884,2014
"$900,000.00 ",Apartment,1069,2,2,,London,0,$841.91 ,England,5,1931,2000
"$2,750,000.00 ",House,2500,5,5,Islington,London,0,"$1,100.00 ",England,5,1959,2012
"$699,500.00 ",New development,990,2,2, London,N7 6QX,0,$706.57 ,England,3,1868,2003
"$799,950.00 ",Apartment,770,2,2,Hampstead,London,0,"$1,038.90 ",England,3,1870,2020
"$2,895,000.00 ",House,2730,5,5, Fulham,London,0,"$1,060.44 ",England,2,1860,2014
"$799,950.00 ",Apartment,940,3,3,Queens Club Gardens,London,0,$851.01 ,England,5,1928,2009
"$2,250,000.00 ",House,2949,6,6,Fulham,London,0,$762.97 ,England,5,1882,2006
"$1,125,000.00 ",House,2495,5,5, Esher,Surrey,0,$450.90 ,England,3,1916,2001
"$2,020,000.00 ",New development,1262,3,3, Earls Court,London,0,"$1,600.63 ",England,2,1855,2003
"$975,000.00 ",House,1308,4,4,Tooting,London,0,$745.41 ,England,3,1865,2014
"$1,595,000.00 ",House,2790,6,6,,London,0,$571.68 ,England,3,1868,2012
"$850,000.00 ",Apartment,978,3,3, Clerkenwell,London,0,$869.12 ,England,2,1923,2016
"$570,000.00 ",Apartment,682,2,2,,London,0,$835.78 ,England,1,1877,2018
"$2,400,000.00 ",House,2411,4,4,Highgate,London,0,$995.44 ,England,1,1860,2012
"$475,000.00 ",Apartment,496,1,1, Greenwich,London,0,$957.66 ,England,3,1861,2015
"$800,000.00 ",Apartment,734,2,2,Richmond,Surrey,0,"$1,089.92 ",England,4,1893,2019
"$950,000.00 ",House,3006,5,5, Coulsdon,Surrey,0,$316.03 ,England,4,1925,2018
"$1,200,000.00 ",House,1934,4,4,Putney,London,0,$620.48 ,England,1,1937,2012
"$3,250,000.00 ",House,4370,6,6,Wimbledon,London,0,$743.71 ,England,2,1958,2000
"$2,375,000.00 ",House,2153,3,3,Islington,London,0,"$1,103.11 ",England,1,1954,2000
"$650,000.00 ",Apartment,595,2,2,Shannon Place,London,0,"$1,092.44 ",England,1,1959,2015
"$1,295,000.00 ",House,876,4,4,Putney,London,0,"$1,478.31 ",England,4,1974,2013
"$1,000,000.00 ",House,905,2,2,Putney,London,0,"$1,104.97 ",England,2,1875,2017
"$1,885,000.00 ",Apartment,1675,4,4,Prince of Wales Drive,London,0,"$1,125.37 ",England,4,1870,2023
"$635,000.00 ",Apartment,797,2,2,,London,0,$796.74 ,England,3,1854,2021
"$3,495,000.00 ",New development,4420,6,6, Wimbledon,London,0,$790.72 ,England,2,1930,2008
"$1,200,000.00 ",House,1378,3,3, Wandsworth,London,0,$870.83 ,England,5,1891,2010
"$1,200,000.00 ",House,1751,4,4, Wandsworth,London,0,$685.32 ,England,5,1870,2011
"$1,600,000.00 ",House,2330,5,5,Wandsworth,London,0,$686.70 ,England,1,1864,2009
"$799,000.00 ",House,1214,3,3,Putney,London,0,$658.15 ,England,5,1959,2023
"$850,000.00 ",Apartment,876,2,2,Putney,London,0,$970.32 ,England,5,1895,2015
"$500,000.00 ",Apartment,872,2,2, Northwood,Middlesex,0,$573.39 ,England,3,1903,2000
"$2,500,000.00 ",House,1323,3,3,Marylebone,London,0,"$1,889.64 ",England,5,1954,2014
"$3,950,000.00 ",House,2547,4,4,Hyde Park,London,0,"$1,550.84 ",England,5,1857,2008
"$2,995,000.00 ",House,1393,3,3,,London,0,"$2,150.04 ",England,3,1869,2020
"$995,000.00 ",Apartment,888,1,1,,London,0,"$1,120.50 ",England,4,1901,2011
"$2,250,000.00 ",House,1857,4,4,,London,0,"$1,211.63 ",England,3,1949,2023
"$749,950.00 ",Apartment,855,2,2,,London,0,$877.13 ,England,3,1877,2010
"$420,000.00 ",New development,538,1,1, Holloway,London,0,$780.67 ,England,1,1960,2017
"$424,995.00 ",Apartment,422,1,1,Hackney,London,0,"$1,007.10 ",England,4,1883,2008
"$2,150,000.00 ",Apartment,2074,4,4,East Heath Road,London,0,"$1,036.64 ",England,5,1859,2023
"$1,500,000.00 ",House,1645,3,3,Fulham,London,0,$911.85 ,England,1,1974,2017
"$1,575,000.00 ",House,2115,4,4,,London,0,$744.68 ,England,5,1936,2020
"$1,500,000.00 ",House,2242,5,5,,London,0,$669.05 ,England,4,1974,2005
"$550,000.00 ",Apartment,600,1,1, Canary Wharf,London,0,$916.67 ,England,4,1861,2011
"$475,000.00 ",Apartment,381,1,1,Clerkenwell,London,0,"$1,246.72 ",England,2,1928,2018
"$595,000.00 ",Apartment,791,2,2,Edith Terrace,London,0,$752.21 ,England,5,1883,2006
"$2,250,000.00 ",House,2937,6,6,Barnes,London,0,$766.09 ,England,5,1948,2008
"$755,000.00 ",Apartment,907,3,3,,London,0,$832.41 ,England,2,1916,2016
"$900,000.00 ",Apartment,1218,3,3,Battersea,London,0,$738.92 ,England,5,1851,2006
"$1,990,000.00 ",Apartment,1560,2,2,St. James's,London,0,"$1,275.64 ",England,4,1980,2017
"$1,195,000.00 ",House,1464,3,3,Wimbledon,London,0,$816.26 ,England,3,1866,2006
"$450,000.00 ",Apartment,696,2,2,,London,0,$646.55 ,England,2,1938,2014
"$325,000.00 ",Apartment,339,1,1,Victoria Park,London,0,$958.70 ,England,3,1869,2008
"$1,150,000.00 ",House,1541,4,4,,London,0,$746.27 ,England,1,1874,2002
"$850,000.00 ",Apartment,1456,2,2, Putney,London,0,$583.79 ,England,3,1899,2003
"$879,000.00 ",New development,1004,2,2, Putney,London,0,$875.50 ,England,4,1936,2013
"$1,295,000.00 ",House,1875,5,5,,London,0,$690.67 ,England,5,1865,2008
"$575,000.00 ",Apartment,695,2,2,Nightingale Lane,London,0,$827.34 ,England,4,1977,2011
"$4,100,000.00 ",Apartment,1496,2,2,Mayfair,London,0,"$2,740.64 ",England,4,1905,2020
"$1,800,000.00 ",House,1919,3,3,Islington,London,0,$937.99 ,England,3,1964,2016
"$649,950.00 ",Apartment,804,2,2,52 Holloway Road,London,0,$808.40 ,England,1,1889,2009
"$899,950.00 ",Apartment,1143,2,2,West Hampstead,London,0,$787.36 ,England,5,1883,2010
"$1,999,950.00 ",New development,1848,3,3,,London,0,"$1,082.22 ",England,3,1963,2020
"$1,995,000.00 ",New development,3510,5,5,Surbiton,Surrey,0,$568.38 ,England,3,1970,2018
"$1,595,000.00 ",Apartment,1170,2,2,Kensington,London,0,"$1,363.25 ",England,2,1854,2022
"$499,000.00 ",New development,690,2,2,Mayflower Street,London,0,$723.19 ,England,3,1944,2023
"$3,410,000.00 ",Penthouse,2852,4,4,Riverside Quarter,London,0,"$1,195.65 ",England,4,1971,2009
"$6,750,000.00 ",Apartment,2823,5,5,,London,0,"$2,391.07 ",England,5,1898,2000
"$2,850,000.00 ",House,1724,3,3,,London,0,"$1,653.13 ",England,1,1871,2001
"$1,895,000.00 ",Apartment,1474,3,3,,London,0,"$1,285.62 ",England,5,1889,2017
"$1,650,000.00 ",House,1756,4,4,Fulham,London,0,$939.64 ,England,5,1876,2003
"$1,225,000.00 ",House,1806,4,4,Fulham,London,0,$678.29 ,England,4,1954,2018
"$1,100,000.00 ",House,2145,5,5,,London,0,$512.82 ,England,1,1973,2021
"$1,095,000.00 ",House,950,2,2,Wimbledon,London,0,"$1,152.63 ",England,5,1900,2012
"$2,395,000.00 ",House,3498,5,5,Kingston upon Thames,Surrey,0,$684.68 ,England,2,1943,2007
"$550,000.00 ",Apartment,904,2,2, Wimbledon,London,0,$608.41 ,England,3,1874,2007
"$1,500,000.00 ",House,2583,5,5, Wandsworth,London,0,$580.72 ,England,2,1941,2005
"$750,000.00 ",Apartment,911,2,2, Wandsworth,London,0,$823.27 ,England,2,1852,2009
"$1,150,000.00 ",House,1822,5,5, Wandsworth,London,0,$631.17 ,England,4,1872,2009
"$665,000.00 ",Apartment,647,2,2,Shannon Place,London,0,"$1,027.82 ",England,3,1910,2012
"$1,250,000.00 ",Apartment,1036,2,2,St. John's Wood,London,0,"$1,206.56 ",England,1,1882,2020
"$1,895,000.00 ",House,2564,5,5,Richmond,Surrey,0,$739.08 ,England,4,1857,2006
"$600,000.00 ",Apartment,632,2,2,70 Webb's Road,London,0,$949.37 ,England,1,1904,2012
"$700,000.00 ",Apartment,946,2,2,,London,0,$739.96 ,England,3,1900,2003
"$2,450,000.00 ",House,3020,6,6,Clapham,London,0,$811.26 ,England,4,1878,2017
"$1,750,000.00 ",Apartment,853,2,2,,London,0,"$2,051.58 ",England,4,1945,2019
"$895,000.00 ",New development,1033,3,3,Islington,London,0,$866.41 ,England,4,1946,2010
"$1,000,000.00 ",Apartment,884,1,1, Hampstead,London,0,"$1,131.22 ",England,1,1860,2017
"$2,300,000.00 ",House,2124,4,4,Fulham,London,0,"$1,082.86 ",England,1,1975,2016
"$375,000.00 ",Apartment,444,1,1,Ealing,London,0,$844.59 ,England,5,1946,2000
"$2,150,000.00 ",House,3177,5,5,Esher,Surrey,0,$676.74 ,England,2,1961,2017
"$785,000.00 ",New development,1474,3,3, Esher,Surrey,0,$532.56 ,England,5,1958,2019
"$725,000.00 ",New development,591,1,1,,London,0,"$1,226.73 ",England,2,1980,2008
"$2,850,000.00 ",House,5130,7,7,Richmond,Surrey,0,$555.56 ,England,5,1868,2002
"$5,950,000.00 ",New development,11716,6,6,Oxshott,Surrey,0,$507.85 ,England,5,1856,2021
"$985,000.00 ",Apartment,1140,2,2,Thirleby Road,London,0,$864.04 ,England,3,1898,2003
"$585,000.00 ",Apartment,795,2,2,,London,0,$735.85 ,England,5,1961,2004
"$995,000.00 ",House,1993,5,5,Wandsworth,London,0,$499.25 ,England,1,1924,2022
"$550,000.00 ",Apartment,666,2,2, Shoreditch,London,0,$825.83 ,England,5,1910,2011
"$7,300,000.00 ",Apartment,2230,3,3,Belgravia,London,0,"$3,273.54 ",England,1,1951,2022
"$1,250,000.00 ",Apartment,885,2,2,Primrose Hill,London,0,"$1,412.43 ",England,3,1892,2008
"$3,750,000.00 ",House,2396,4,4,Hyde Park Estate,London,0,"$1,565.11 ",England,1,1932,2002
